事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
3,1679293519437,"(334,609)",1,1,,,,MainWindow.centralwidget.toolBox.qt_toolbox_toolboxbutton,1,Page 1
4,1679293519589,"(332,609)",,,1,,,MainWindow.centralwidget.toolBox.qt_toolbox_toolboxbutton,1,Page 1
4,1679293520556,"(332,716)",,,2,,,MainWindow.centralwidget.dockWidget,14,
4,1679293520698,"(331,716)",,,1,,,MainWindow.centralwidget.dockWidget,14,
3,1679293520751,"(331,718)",1,1,,,,MainWindow.centralwidget.dockWidget,14,
4,1679293522461,"(294,699)",,,2,,,MainWindow.centralwidget.toolBox.qt_toolbox_toolboxbutton,1,Page 2
3,1679293522655,"(294,699)",1,1,,,,MainWindow.centralwidget.toolBox.qt_toolbox_toolboxbutton,1,Page 2
4,1679293522786,"(294,700)",,,1,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
4,1679293523161,"(323,704)",,,2,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
3,1679293523322,"(323,704)",1,1,,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
4,1679293523600,"(323,702)",,,1,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
4,1679293523705,"(324,702)",,,2,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
4,1679293525377,"(323,702)",,,1,,,"MainWindow.centralwidget.toolBox.<class_name=QScrollArea,1>.qt_scrollarea_viewport.page_2",14,Page 2
4,1679293525919,"(158,648)",,,2,,,MainWindow.centralwidget.groupBox,14,GroupBox
4,1679293525939,"(157,648)",,,1,,,MainWindow.centralwidget.groupBox,14,GroupBox
3,1679293526052,"(157,648)",1,1,,,,MainWindow.centralwidget.groupBox,14,GroupBox
4,1679293527005,"(205,758)",,,2,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 1
3,1679293527131,"(205,758)",1,1,,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 2
4,1679293527292,"(203,758)",,,1,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 2
4,1679293527707,"(162,763)",,,2,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 2
3,1679293527851,"(162,763)",1,1,,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 1
4,1679293527988,"(165,762)",,,1,,,MainWindow.centralwidget.dockWidget.dockWidgetContents.tabWidget_2.qt_tabwidget_tabbar,14,Tab 1
4,1679293529932,"(975,395)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
3,1679293530102,"(975,395)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679293530366,"(976,395)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679293530785,"(1009,399)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
3,1679293531272,"(1009,399)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679293532045,"(1009,400)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679293532743,"(1016,417)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293532851,"(1016,416)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
3,1679293532922,"(1016,416)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293532853,"(1016,416)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293533658,"(1017,416)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293534319,"(1067,414)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
3,1679293534451,"(1067,414)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293534746,"(1068,414)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679293535473,"(965,432)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
3,1679293535786,"(965,432)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679293535990,"(964,432)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679293537387,"(1016,447)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
3,1679293537526,"(1016,447)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293537565,"(1014,447)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293537566,"(1014,447)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293538263,"(1016,447)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293539117,"(1081,453)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
3,1679293539289,"(1081,453)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293540010,"(1082,453)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293540310,"(1062,446)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
3,1679293540444,"(1062,446)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293540557,"(1061,446)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679293541487,"(1056,448)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性4
3,1679293541621,"(1056,448)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性4
4,1679293542262,"(1054,448)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性4
4,1679293542630,"(990,451)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
3,1679293542708,"(990,451)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679293543197,"(989,451)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679293543730,"(882,414)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
3,1679293543811,"(882,414)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
4,1679293544384,"(882,417)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
4,1679293544922,"(778,488)",,,2,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
3,1679293545056,"(778,488)",1,1,,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293545132,"(780,488)",,,1,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293545711,"(893,497)",,,2,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
3,1679293545822,"(893,497)",1,1,,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293545897,"(893,498)",,,1,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293546339,"(811,541)",,,2,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293546859,"(812,541)",,,1,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293548525,"(777,478)",,,2,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
3,1679293548619,"(777,478)",1,1,,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293548651,"(776,478)",,,1,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293549887,"(805,568)",,,2,,,MainWindow.centralwidget,14,
3,1679293549991,"(805,568)",1,1,,,,MainWindow.centralwidget,14,
4,1679293550084,"(805,567)",,,1,,,MainWindow.centralwidget,14,
4,1679293550562,"(724,500)",,,2,,,MainWindow.centralwidget.tableWidget.<class_name=QHeaderView>.qt_scrollarea_viewport,11,
3,1679293550696,"(724,500)",1,1,,,,MainWindow.centralwidget.tableWidget.<class_name=QHeaderView>.qt_scrollarea_viewport,11,
4,1679293551454,"(725,500)",,,1,,,MainWindow.centralwidget.tableWidget.<class_name=QHeaderView>.qt_scrollarea_viewport,11,
4,1679293552538,"(783,468)",,,2,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
3,1679293552638,"(783,468)",1,1,,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293552692,"(784,468)",,,1,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293553069,"(871,468)",,,2,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
3,1679293553170,"(871,468)",1,1,,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293553405,"(871,469)",,,1,,,"MainWindow.centralwidget.tableWidget.<class_name=QHeaderView,1>.qt_scrollarea_viewport",11,
4,1679293553796,"(879,511)",,,2,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293568968,"(882,511)",,,1,,,MainWindow.centralwidget.tableWidget.qt_scrollarea_viewport,11,
4,1679293569281,"(858,102)",,,2,,,MainWindow.menubar,14,
4,1679293570989,"(909,119)",,,1,,,MainWindow.menubar,14,
4,1679293571042,"(909,124)",,,2,,,MainWindow.menubar,14,
4,1679293576560,"(909,126)",,,1,,,MainWindow.menubar,14,
4,1679293576617,"(940,119)",,,2,,,MainWindow.menubar,14,
4,1679293578373,"(1440,115)",,,1,,,MainWindow.menubar,14,
4,1679293578730,"(1406,115)",,,2,,,MainWindow.menubar,14,
4,1679293579466,"(1425,120)",,,1,,,MainWindow.menubar,14,
4,1679293581959,"(769,129)",,,2,,,MainWindow.menubar,14,
3,1679293582038,"(769,129)",1,1,,,,MainWindow.menubar,14,
4,1679293582272,"(770,129)",,,1,,,MainWindow.menubar,14,
4,1679293582578,"(790,157)",,,2,,,MainWindow.menubar.menu.action1,13,打开
3,1679293582840,"(790,157)",1,1,,,,MainWindow.menubar.menu.action1,13,打开
4,1679293582866,"(790,157)",,,1,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
4,1679293583809,"(795,158)",,,2,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
4,1679293584340,"(796,158)",,,1,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
4,1679293585169,"(792,166)",,,2,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
3,1679293585466,"(792,166)",1,1,,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
4,1679293585978,"(796,166)",,,1,,,MainWindow.toolBar.<class_name=QToolButton>,1,设置
4,1679293586537,"(1027,115)",,,2,,,MainWindow.menubar,14,
4,1679293587289,"(802,144)",,,1,,,MainWindow.menubar,14,
4,1679293590483,"(819,346)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293590587,"(819,346)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293590844,"(819,345)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293591368,"(833,338)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293591458,"(833,338)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293591540,"(833,338)",2,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293591608,"(833,338)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293591763,"(835,338)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293592103,"(854,371)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293592232,"(854,371)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293592269,"(853,371)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293592542,"(792,310)",,,2,,,MainWindow.centralwidget,14,
4,1679293592567,"(792,309)",,,1,,,MainWindow.centralwidget,14,
3,1679293592620,"(792,309)",1,1,,,,MainWindow.centralwidget,14,
4,1679293592861,"(815,349)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293593018,"(815,349)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293593131,"(815,349)",2,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293593176,"(815,349)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293593430,"(816,349)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293593607,"(843,406)",,,2,,,MainWindow.centralwidget,14,
3,1679293593745,"(843,406)",1,1,,,,MainWindow.centralwidget,14,
4,1679293593896,"(843,405)",,,1,,,MainWindow.centralwidget,14,
4,1679293594094,"(839,377)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293594187,"(839,377)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293594833,"(839,377)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293595390,"(839,375)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293595414,"(840,375)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293595673,"(840,375)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293595755,"(840,375)",2,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293595845,"(840,375)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596018,"(842,375)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596019,"(842,375)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596122,"(842,375)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596184,"(843,375)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596185,"(843,375)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596197,"(843,375)",2,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596279,"(843,375)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596422,"(843,375)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596543,"(843,374)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293596809,"(833,343)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596895,"(833,343)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293596970,"(833,343)",2,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293597052,"(833,343)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293597202,"(833,343)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293597642,"(833,345)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293597799,"(833,363)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
3,1679293597900,"(833,363)",1,1,,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293597991,"(835,363)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293598291,"(837,364)",,,2,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
4,1679293598974,"(838,364)",,,1,,,MainWindow.centralwidget.textEdit.qt_scrollarea_viewport,14,
2,1679293600221
